Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,50MA,200MA,EMA12,EMA26,MACD,Signal,Histogram,RSI,20MA,20STD,Upper Band,Lower Band,H-L,H-PC,L-PC,TR,ATR,OBV,%K,%D
2024-04-25 00:00:00-04:00,168.73325927633826,169.80818542681567,167.35973999732644,169.09156799316406,50558300,0.0,0.0,,,,169.09156799316406,169.09156799316406,0.0,0.0,0.0,,,,,,2.448445429489226,,,2.448445429489226,,0,,
2024-04-26 00:00:00-04:00,169.081624768213,170.53475474394267,168.38490238817732,168.5043487548828,44838400,0.0,0.0,-0.003472788414292771,,,169.00122657189002,169.0480702718099,-0.046843699919890014,-0.009368739983978002,-0.03747495993591201,,,,,,2.149852355765347,1.443186750778608,0.706665604986739,2.149852355765347,,-44838400,,
2024-04-29 00:00:00-04:00,172.555222179483,175.20272483761752,172.28650201133235,172.6846160888672,68169400,0.0,0.0,0.024808067951203272,,,169.5679018821942,169.31744403603636,0.2504578461578433,0.04259657724438625,0.20786126891345702,,,,,,2.9162228262851784,6.698376082734711,3.782153256449533,6.698376082734711,,23331000,,
2024-04-30 00:00:00-04:00,172.5154270766455,174.16762945183916,169.20107478920735,169.52952575683594,65934800,0.0,0.0,-0.018270824602045432,,,169.56199786290833,169.33315379313262,0.22884406977570393,0.0798460757506498,0.14899799402505415,,,,,,4.966554662631808,1.483013362971974,3.4835412996598336,4.966554662631808,,-42603800,,
2024-05-01 00:00:00-04:00,168.78303163206596,171.89832652202932,168.31523926242042,168.5043487548828,50383100,0.0,0.0,-0.006047188519972546,,,169.39928261551978,169.27176082733635,0.1275217881834294,0.08938121823720573,0.03814056994622368,,,,,,3.5830872596089023,2.3688007651933844,1.2142864944155178,3.5830872596089023,,-92986900,,
2024-05-02 00:00:00-04:00,171.69926693100732,172.6049939419865,170.08688513916925,172.21682739257812,94214900,0.0,0.0,0.0220319455558724,,,169.83275104275953,169.48991390624315,0.3428371365163798,0.14007240189304054,0.20276473462333927,,,,,,2.5181088028172383,4.10064518710368,1.582536384286442,4.10064518710368,,1228000,,
2024-05-03 00:00:00-04:00,185.7727942523785,186.12115543095717,181.80155578938326,182.51817321777344,163224100,0.0,0.0,0.059816139811429636,,,171.78435445430014,170.4549701515417,1.3293843027584558,0.37793478206612363,0.9514495206923321,,,,,,4.319599641573916,13.904328038379049,9.584728396805133,13.904328038379049,,164452100,,
2024-05-06 00:00:00-04:00,181.49304025440043,183.33433694545525,179.5721025190793,180.85604858398438,78569700,0.0,0.0,-0.009106625408779823,,,173.1799997050208,171.2254204057967,1.9545792992240933,0.6932636854977177,1.2613156137263757,,,,,,3.7622344263759544,0.8161637276818112,2.946070698694143,3.7622344263759544,,85882400,,
2024-05-07 00:00:00-04:00,182.58785409480518,184.0310366275269,180.46787458450643,181.54278564453125,77305800,0.0,0.0,0.0037971473219928775,,,174.46658215725319,171.98966968274001,2.4769124745131705,1.0499934433008082,1.4269190312123623,,,,,,3.563162043020469,3.174988043542527,0.3881739994779423,3.563162043020469,,163188200,,
2024-05-08 00:00:00-04:00,181.9906634485607,182.20963072654146,180.5972339353124,181.8811798095703,45057100,0.0,0.0,0.0018639912560427518,,,175.60728948837888,172.7223741365793,2.8849153517995774,1.416977825000562,1.4679375267990153,,,,,,1.6123967912290595,0.6668450820102123,0.9455517092188472,1.6123967912290595,,208245300,,
